Date,User,v,a,Tweet
11-19-18 18:13,byultv,2.97,6.39,okay wait having a panic attack
11-19-18 18:13,mini_syruppp,4.31,5.37,@SugarCubeDarlin @pedrofoundation @comiclz It ll help avoid a panic attack so that s a good thing!!!!!
11-19-18 18:16,wandering_wyrm,5.09,4.31,"curled up in the fetal position having a panic attack (not epic) and my aunt walks in, quietly places a beer on the floor next to me and walks away why are slavs so fucking based"
11-19-18 18:17,DespairMagician,3.93,5.42,"""Y-you almost made me have a panic attack goddamn it."" He fell to his knees by the couch and started to cry."
11-19-18 18:17,deadpan_harpy,3.94,6.51,I love waking up an hour before my alarm just to have a panic attack.
11-19-18 18:19,Khaixur,4.51,4.71,Y'all probably think a tattoo is no big deal but. I suffer from an extreme (and completely irrational) fear of needles puncturing my skin. IE: shots or blood work and I'm getting a panic attack/passing out. A tattoo is scary af when needles turn on your fight or flight response.
11-19-18 18:20,FPGSouthend,4.68,4.91,"RT @kllythms: Lindsay Seers at @FPGSouthend left me feeling somewhere in between the initial tremors of a panic attack + totally cathartic. Claustrophobic, captivating + at times calming, rarely seen or felt anything like it"
11-19-18 18:22,piper_mcgonigle,4.75,5.7,RT @charstarlene: Hey guys sorry I haven t been tweeting I had a panic attack this week and proceeded to wear cowboy boots four days in a row
11-19-18 18:22,simply_payeye,2.22,6.74,sudden panic attack
11-19-18 18:23,rosesbreathin,3.96,6.23,i nearly started having a panic attack at school and then i started thinking about shawn and i calmed down
11-19-18 18:23,carmel_prescott,4.68,4.69,@KevinPascoe @BBCPolitics @bbcpress I am absolutely no fan of marr anc his behaviour was nothing short of appalling. Either his mask slipped ? Or something is wrong ? Didn t he have a panic attack on air not longago ? There s an odd quickening to his commentary at times and I do wonder if it s connected to stroke?
11-19-18 18:23,sIut4death,5.23,4.94,@yoonschae well it s 5 am over here now & i havent slept but through out the day i cried three times & had a panic attack but it s gucci. it s fine. im fine.
11-19-18 18:24,Queen_Myks,4.88,5.48,RT @traaaaaaannnnns: This is just really super cute and I'm having a transbian panic attack because of it https://t.co/WlRGyJWAfH https://t.co/08t4UiVgt9
11-19-18 18:24,zeishimabitoda,4.8,5.05,"Iari 2018 indonesia global illuminators panic attack symptoms nausea: Dr. hypoxic ischemic encephalopathy in adults ppt Ariffin started his academic career as a tutor in 1999. He obtained his Master in Interactive Multimedia from Heriot-Watt University,  https://t.co/KNIp1jkblM"
11-19-18 18:25,rescueferret,3.89,6.01,"woke up, had a panic attack, went to work"
11-19-18 18:25,mikecoulson48,4.83,4.99,"Tulip Siddiq: As Nazanin Zaghari-Ratcliffe s MP, I was not surprised she collapsed in prison after the torture she s endured https://t.co/9mzxvurKoh @Jeremy_Hunt Help get Nazanin home | Amnesty International UK https://t.co/Ayt7whn3bx #FreeNazanin https://t.co/vxiEfUmU88"
11-19-18 18:26,hawaisian,5.66,4.59,"hello tweeting during a panic attack isn't what i typically do but scrolling through social media is becoming a slightly somewhat calming thing anyway, any tips on how to not feel like your senses aren't fulfilling what your body needs to survive in the natural world? thank u"
11-19-18 18:29,gooeydisk,3.76,5.53,favorite part of going to the airport is speedinf there while crying from a panic attack hehe
11-19-18 18:29,Dame__Buitch,4.87,5.17,I'm at college amd for some reason i feel so frickin anxious today. I literally thought i was gonna have a panic attack in class so i went for a breather but i still feel anxious. Small steps.
11-19-18 18:29,Wilfredoelvi,5.01,5.65,RT @elnoelleon: I felt a panic attack coming on but I really talked myself through it wow I m powerful https://t.co/Gq5XEtuYhe
11-19-18 18:29,RiverM_Hathaway,5.08,4.52,10.30am Had a huge panic attack earlier. It was horrible. I was struggling to breathe. I had to bash my hand on my sidetable trying to control it. Not good. Calmer now. I'm going to jump in the shower. Maybe the jet of water will help. Then I will have one final letter search.
11-19-18 18:30,Devon_Casler,4.23,5.32,You guys ever read conspiracy stuff and have a panic attack?
11-19-18 18:32,sadipus,4.41,5.47,"i ve had this same reoccurring nightmare since I was younger, but this time I woke up crying & having a panic attack. why now? what did I do? pls go away. I haven t dreamed this dream in some months & now i m terrified to even attempt sleeping."
11-19-18 18:33,AngerJoonsus,2.63,6.63,panic attack number 1 why. the fuck.
11-19-18 18:33,0riginalth0t,4.11,5.52,I'm not at all afraid of flying but I still have a panic attack every time I fly across the country
11-19-18 18:33,mostafamamduuh,2.22,6.74,Panic attack https://t.co/gMf6axWiHG
11-19-18 18:33,cook_robert_l,5.42,4.89,"RT @TheRealNews:  you re going to see a real overkill and a real return to the worst kinds of policing that we ve seen probably in the past 25, 30 years.  - @WBillyMurphy & @i_m_m speak with @aaronjmate #PoliceBrutality #JeffSessions https://t.co/GkO5vw5vY8"
11-19-18 18:34,clfashion_,5.32,4.82,"As someone who has Aspergers, I can understand how scary it must be for her to be around new people and in a new area. This would cause a sensory overload for me and cause me to cry/have a panic attack/or zone out"
11-19-18 18:35,abbiwalshhx,4.79,5.19,Nothing like getting woken up by wisdom tooth pain at half 4 this morning to go back to sleep to wake up in the middle of a panic attack a few hours later????
11-19-18 18:35,notyourbae_kay,5.24,4.4,I ve been having a panic attack since last night ?? just ready for the day to be over
11-19-18 18:37,anactedesco,2.99,5.96,@wannabiel gay panic attack demais
11-19-18 18:38,killian_hook_,5.65,5.01,I'm on the edge of panic attack all the time Go to Enchanted .. it's going to be fun... ?? https://t.co/vO7kzgQWnB
11-19-18 18:38,melancholicHoe1,5.26,5.1,Had a full on panic attack last night and woke up shivering smh can my body like just chill for a sec ?????? I m so fucking done w/ this shit i stg
11-19-18 18:39,trophy_lesbian,4.58,5.35,no ones hurt but i think a few kids got a panic attack bc of the swarm of ppl and the gr9 in our bldg. screaming their heads off in excitement lol
11-19-18 18:40,DavisMusic02,3.79,5.09,@nick_stufano63 @_CourtneyGhee @dollargeneralho @deanofnothing @emiibread What up to all my fellow panic attack ridden brethren. Salute
11-19-18 18:41,aFuN_SiZeD_Btc,5.26,4.33,"Like it amazes me what types of things that give me basically ptsd. Like I ll be sitting there and I ll think about something and then bam, I ll have a full ass anxiety and panic attack all the same damn time."
11-19-18 18:41,odetoariel,5.19,5.88,i just woke up having the worst panic attack. please PLEASE let my boy come home today.
11-19-18 18:42,Bambosh55,5.04,4.23,"when your whole body seems to be stressed but your brain does not understand why - it's a mess, I'm a mess, my stomach is tight like a knot, my eyes are watering will I get a panic attack? stay tuned"
11-19-18 18:43,byultv,4.12,5.48,i know this is probably a troll i m just trying to not have a panic attack so this is how i m coping
11-19-18 18:45,bandofthefaIcon,3.96,5.95,at uni boy: *looks at me* me: *instantly has a panic attack*
11-19-18 18:46,thegoodlimbo,4.56,5.15,@KLCatastrophe Hi Kirsty. I can understand the feeling of a panic attack possibly being a heart attack. Do you have any calming techniques to help bring you down from an attack?
11-19-18 18:47,helinoftroy,4.47,5.3,Slept a whole four hours before a night terror woke me up with a panic attack.... Ugh
11-19-18 18:48,JC1of1,4.17,5.19,Around this same time in November when I was bout 9 years old I had a panic and anxiety attack about death! ??went off in my head like when your clock stops you never coming back!
11-19-18 18:49,Dame__Buitch,3.46,5.8,"Heads up it was an anxiety attack, not a panic attack. I feel better now though."
11-19-18 18:51,SomersetLive,2.22,6.74,RT @thomasrcock: A traveller who suffered a panic attack has been offered biscuits. https://t.co/1SqY7RpyvN
11-19-18 18:52,thecrownwings,4.65,4.73,"I had a severe panic attack. I was left shaking as a result of the people. If you wanted to look at something on a rail, you couldn t cos there was no space My disabled mum was unable to use her walking stick properly cos there was space to do so. It s just not good enough."
11-19-18 18:55,gvccispeedboats,3.23,5.52,im havingthe worst fuckjng panic attack of my life i cant stop shaking and throwing up and i have no more of my anxiety meds
11-19-18 18:56,jiminiminii_,4.2,6.08,Panic attack woke me up at 01:30. It is now 02:56 and I've finally calmed down enough to where I'm not shaking uncontrollably... still wide awake though...
11-19-18 18:57,GuideGoddess,3.26,5.91,RT @RiversdaleGC: 7 ways to manage a panic attack via @IrishTimes https://t.co/Ut9t4kW0aW
11-19-18 18:58,ja8ok,2.22,6.74,having a panic attack while my bf count sheep
11-19-18 19:01,AlexandraMassey,5.31,5.21,"RT @AlexandraMassey: Anxiety attacks and panic attacks are not the same. Find out what they are, how they are different and how they affect each other. https://t.co/NATJc5u8mm https://t.co/m76oIJSFH0"
11-19-18 19:03,ellen_eeftens,4.08,5.7,RT @chiefladybird: Yep don t fucking touch me without consent whether I m having a panic attack or not. https://t.co/8uxbfJ3AE2
11-19-18 19:06,hot_dona_,5.68,4.53,my girl had a whole panic attack last night and my solution was to light candles and play frank ocean lmao
11-19-18 19:07,tataisaheart,5.06,4.85,I'm going to have a panic attack I woke up got ready for school and realized my water bottle I'd not in my backpack pockets idk if I lost it or if my mom took it and cleaned but I'm about to cry
11-19-18 19:08,chl0ejane,3.62,5.2,Wtf why am I having a panic attack? I haven't had one in a long time ??????
11-19-18 19:08,NamiMamiArtist,4.16,5.03,@lunatiicwave It feels like nothing works!! I just dread having another panic attack. It s the worst feeling in the world ??
11-19-18 19:09,xEmmaberryx,5.32,5.01,Uses Mac as an example for a panic attack. Good one Riley for being good friendo.
11-19-18 19:09,laurie_georgia,4.9,4.4,"Lit, I m havin a panic attack on the bus and I have no water. Legit can t breathe lol ?????"
11-19-18 19:10,jiyongsmiIe,4.63,5.26,im having a panic attack in the middle of the street thank you @ day6
11-19-18 19:10,angchar2,4.47,5.19,"Hey guys mid panic attack, I m considering getting pregnant and dropping out of college simply to ruin to ruin my grandpas life"
11-19-18 19:10,daintyprinxess,4.26,5.65,current mood; i ve already had a panic attack this morning :-)
11-19-18 19:10,yesimugly,5.55,4.66,RT @shizaah: Phone ringing.. In 1998 : oh joy I wonder whose calling. :) In 2008 : fircken love my ringtone. In 2018 : [ full on panic attack ]
11-19-18 19:10,MegRoque,4.5,4.77,Major panic attack when your phone stopped working and you panic that the last tweet you tweeted was from the work account ??
11-19-18 19:10,yeolstruly_,4.34,4.94,"I m actually having a panic attack rn bcs i m about to see orthopedic doctor, but looking at EXO updates making me at ease.."
11-19-18 19:11,irluranus,4.07,5.65,guess whos having a panic attack in bed.
11-19-18 19:11,rebeccalynchy1,4.58,5.74,Turns out I was having a panic attack ???? https://t.co/oTb4c4Jnrn
11-19-18 19:11,lilbabyseed,4.78,4.74,RT @BorschtSiouxp: I DESPISE information like this being put out there on  how to help someone having a panic attack . ASK THEM WHAT THEY NEED. If someone wraps me tightly in their arms & hums to me while I m mid panic attack - we re gunna have major issues. https://t.co/HhyXtzLgtv
11-19-18 19:15,MirandaLuby,4.19,5.29,RT @gingerandhoney: I started reading @callapilla's piece on how basically everyone in power in Victoria wants to log native forests and had to stop because it was giving me a panic attack https://t.co/r6vMWSkj1j
11-19-18 19:15,Jungstob,4.51,6.01,I am having a panic attack atm that is why I said that. I HATE LIFE WOO SO FUN
11-19-18 19:15,seianpai,4.47,5.39,RT @irregularsense: the funniest thing abt eian is all these while when we're talking n I said I'm gonna get an asthma attack if he carries on w his bullshit he just laughs it off n now when he finally found out that i wasn't joking he's in panic
11-19-18 19:16,1079underground,3.3,5.5,"#NowPlaying @ 06:15:46 ET: ""Panic Attack"" by Unkle from ""Never Never Land"" (2003)"
11-19-18 19:17,CaitlinWrigley,4.24,5.39,"@blueburnsorange Isn t it!!! It s just so confusing!! Like, do I need to be having this panic attack or not??"
11-19-18 19:18,kaydbug89,5.14,5.16,I woke up earlier this A.M. having a panic attack over the fact that I m going to be 30 in less than 3 months and haven t written that novel I always wanted to write...or written a screenplay... or directed anything... or gotten a job centered around my random collection...
11-19-18 19:20,dai2timess,5.82,4.51,RT @alisonpool_: let s talk about how hard it is to understand why you re having a panic attack while just sitting at home with the people you love..or how hard it is to understand your own self and how scary it is to feel like the whole world is falling on your shoulders and you have no idea why
11-19-18 19:22,Meghan92494750,2.44,6.13,@knuf1985 Ugh I hate waking up from horrible nightmares in a state of panic that's happend to me before to and a panic attack at the same time
11-19-18 19:22,bitchalamet,5.23,5.13,hey yall i got a panic attack today during geography because we heard gunshot-like noises and we thought shooting was gonna happen but NOPE the neighbourhood next to our school were being bitches and setting off sum type of firework hows ur day going
11-19-18 19:23,Bootstrap_Alice,4.71,5.68,"@Raging_Grace I had a melt down, I'm okay, promise, I took a benedryl and I'm gonna try and sleep again, I just, I had a financial panic attack"
11-19-18 19:23,frhfrznauz,3.58,5.38,Kantoi mute org is another level of panic attack
11-19-18 19:25,orangeyoucutee,5.47,5.09,"I can be overwhelmed quite easily, but I just had a sensory overload because 2 people were talking to me about different things while I was trying to play a game that I'm still learning how to play and I had to stepback because I was having a panic attack wow"
11-19-18 19:25,honey_nicole_,4.02,5.82,Had that Centre breakdown everyone has some point when at Centre. Have to say it was the worst panic attack I ve ever had in my life
11-19-18 19:27,DieDiehard,4.14,6.07,Today I failed...and the panic attack got the better of me.
11-19-18 19:28,monster_anxiety,2.22,6.74,Waking up with a panic attack. #anxietyproblems
11-19-18 19:28,onlyanqelhs,5.33,4.82,harry really stopped the concert to make sure the person that had a panic attack was okay when i tell u this man owns my heart I MEAN IT HE IS YHE SWEETEST PERSON EVER IM GONNA CR Y https://t.co/wlsroblZm3
11-19-18 19:29,SuperSiriusXIII,3.48,5.22,"Like shit. I was already mid panic attack, but heeeeeeck this shit. Damn it to heck. Stupid trash arachnid."
11-19-18 19:30,yvxmin__,3.97,5.04,"RT @nick_stufano63: @_CourtneyGhee @dollargeneralho @deanofnothing @emiibread Anxiety attack : worry, dread, stress, but at least i know i have something stressful going on. Panic attack: life s going great. Wait a second my heart just beat weird, i must be dying. Three hours of impending doom later, I m still alive."
11-19-18 19:30,_nerdycatgirl_,5.45,5.02,Early this morning I woke up with a panic attack thinking about how I have a high chance that I could have breast cancer. I just want you to know that I love you so dang much. Even if I don't know you. You're amazing and strong and beautiful????
11-19-18 19:30,yvxmin__,4.72,5.21,"RT @dollargeneralho: @deanofnothing @emiibread My biggest peeve is people using the wrong term. Most people don t get panic attacks. They come on without warning and that makes grounding techniques not always work. Anxiety attack, however, come on when your body is handling too much anxiety and stress."
11-19-18 19:31,fuckthespiders,4.52,4.35,lol i had to meet w a prof for a paper and i had a solid 20 minute panic attack
11-19-18 19:32,Rawanjubran,3.72,5.88,Currently having an extreme panic attack and I think I'm gonna die
11-19-18 19:33,lunatic_yoongi,3.28,5.66,hi I have to get up in half an hour and I m already having a panic attack what s up
11-19-18 19:33,annekahoneyball,4.83,4.86,"I ve never had a hangover before but I imagine it s something akin to the post-panic attack headache you get the next day, after very little sleep. Only mine is worse because at no point did I have a good time."
11-19-18 19:34,therealbigWALL,3.6,5.86,I'm having a panic attack... thanks @Walmart
11-19-18 19:34,httpxxi,4.48,5.18,"Me atm.. Depression and Anxiety: Hi! ???? Me: Goodnight ?????? Panic attack: You thought you can sleep? ?? nah, not gonna let you. (attacks me) Me: *Sweating and palpitating* bitchhhh ??"
11-19-18 19:34,TimmyBurch2,2.22,6.74,@Eltraspi2010 Panic attack?
11-19-18 19:36,OMGitsChili,5.3,4.42,"So ignore my last statement I thought I was on time... But no I missed my flight, I though ""oh no one at gate plenty of time"" but actually my gate already closed..... DAMN FUCKING BOARD DIDNT TELL ME WELL, top it all of had a panic attack, first one in months ???? just end it plz"
11-19-18 19:37,newsofthewcrld,5.28,4.75,i was considering seeing bo rhap again today but uhhh i have a fucked up sleeping schedule and after my app i'll have been up for like 17 hours i honestly could last longer than that but whenever i try to sleep after staying up too long i almost always get a panic attack
11-19-18 19:41,HOTSHIRLEY5,5.17,4.77,"@TwitterBusiness If you're deadly serious about learning how to stop a panic attack, go and read our complete list of anxiety self-help guides that thousands of people have used with tremendous success."
11-19-18 19:42,JMR10891,5.18,5.16,If the Radio 104.5 mystery show band is Panic! At the Disco I WILL have a heart attack at Xfinity. Brendon Urie don t let me down.
11-19-18 19:43,CuteJenny,4.79,4.82,"@InTouchMin This may well nigh be the best possible panic attack treatment, as it turns the mind of the patient - the very victim of the disorder - against anxiety and panic."
11-19-18 19:44,trashmagicz,3.39,6.3,this is a low flying panic attack
11-19-18 19:45,ayeyasa,4.71,4.57,"Acidity equates to gerd ,reflux, heartburn ,panic attack, anciety disorder etc.. You need to naturalize acid in your stomach NOW ! Take 24 Akaline C .The non - acidic vitamin C. FDAD APPROVED proven safe and... https://t.co/ZjN5X5a4ly"
11-19-18 19:45,lullabyuwu,4.62,4.5,RT @SoftJeonJJK: You know that awful feeling after you ve had a panic attack? That stays for the rest of the day? I hate that so much
11-19-18 19:45,Rimi_Ree,3.43,5.65,I had a nightmare and a panic attack to follow so here I am ??
11-19-18 19:45,anuvaghai,4.7,4.72,"RT @PetersonBazza: I had a bit of an anxiety attack when I went down the street today, I didn't panic, I just observed the hot feeling and went on with my business. Recovery doesn't mean blocking out the ""negative"" emotions but instead accepting them as part of you and being able to cope with them."
11-19-18 19:45,bleedmaqic,4.4,5.63,a year since i met dodie at a panic! gig which i had to leave early because i had a panic attack ??????????
11-19-18 19:45,shannonplush,4.85,5.1,Just had a mini panic attack because I thought it was Tuesday and I was late for my workout. That's probably the third time in three days I freaked out because I thought it was the wrong day ???????
11-19-18 19:46,gperry70,4.5,5.15,"RT @DefiantGuerilla: @realDonaldTrump ""Invasion"" = fear-inducement ""Go home"" = Racist xenophobe ""U.S. is ill-prepared"" = didn't lead, golfed Are you maybe having a #Mueller anxiety-induced panic attack? Don't worry, punkin'... it'll be over soon. #MuellerTime #MuellerInvestigation"
11-19-18 19:47,sfarrell1818,3.05,5.9,"@grav3yardgirl I did notice it was down for a little while, I almost had a panic attack."
11-19-18 19:47,mtthwgrvn,5.18,4.68,"#MentalIllnessMeans had a panic attack and submit 2 weeks at work. Rescinded, told my boss I had to be part time for depression. He agreed, said if I get better I'm welcome back full-time. 2 months later I comeback full-time and he says if it ever happens again I can just quit."
11-19-18 19:47,tastymiin,6.3,5.42,"RT @taekookayth: Dear Antis, If you re hating and bashing this boy who s about to have a panic attack when he thought the fish died, then come here people and let me give u a warm hug & real love. Taehyung doesn t deserve any hate coming from u. Love, Taekook Mom ?? https://t.co/dJUHCZCtYB"
11-19-18 19:49,chxnidale,4.48,5.58,RT @SapphicTopAss: This is what a gay panic attack looks like https://t.co/QIIGjTZgRG
11-19-18 19:50,ghader_q,4.67,6,RT @OutterSpaceSWAG: yeah im happy H - having A - a P - panic P - attack Y - help
11-19-18 19:50,MsNeuBooty,3.96,5.47,Have u ever laid in bed and given yourself a panic attack just from thinking about shit? ha ha
11-19-18 19:51,DaleksGamertag,4.5,4.69,"Had a terrible panic attack earlier luckily my 1-1 support practitioner agreed to see me at my home not at the clinic so a lot less anxious now. I'm such a useless mess sometimes, wish I wasn't wired this way."
11-19-18 19:52,blissfulovers,2.99,5.96,jisung breaking into a smol gay panic attack from jaemin s starring SENDS DHSJ https://t.co/72OoFjHWmc
11-19-18 19:52,kissynicks,5.35,4.74,"RT @babyhoneuy: he spotted a fan having panic attack in the crowd and stopped mid concert, gave his water bottle to the security to give it to her, didn t continue until he was certain she was okay https://t.co/BZcfZCrlR5"
11-19-18 19:53,grandesmotel,5.15,4.19,started the day with a v v big panic attack so taking time this morning to recover before participating in the rest of the day. u can t run on empty :((
11-19-18 19:54,currie_maisie,5.58,4.58,RT @Iu6fer: panic attack while just taking a walk back home. lets talk abt how hard it is to understand your own self and how scary it is to feel like the whole world is falling on your shoulders and you have no ideawhy .
11-19-18 19:54,kerxplunk,4.39,5.4,do you think this extreme looking punk wouldnt be scared of children? you were wrong. children are terrifying i m about to have a panic attack
11-19-18 19:54,honeyyhowell,5.31,5.45,"uwu i never usually start my tweets with this shit but tw // i have to come home from school at least once a week with a panic attack and that shit is really pissing me off, let me live my fucking life anxiety u piece of pure shit lmao anyway imma try harder thanks uwu"
11-19-18 19:55,rykerxlong,4.63,5.11,haven't slept at all tonight and just suddenly had a panic attack because out of nowhere i started thinking about what happens after we die. really sets the tone for the day
11-09-2018 5:49,NISAHelpline,5.53,4.27,"Nisa Helpline, How may I help you? Check our video on YouTube: https://t.co/bhlMxLCtXi . . . . #tbt #nisahelpline #itsallabouthope #supportwomen #unitednations #unwomen #endtheviolence #helpline #anxiety#depression #mentalhealth #mentalawareness #video #confidential #unlimited"
11-09-2018 11:16,LimSofi,7.26,4.11,Description of the Buddha's Body (9th Nov 2018) https://t.co/Q57arKR67U via @YouTube #TsemRinpoche #TsemTulku #DorjeShugden #Buddha #TibetanBuddhism #Tibetans #Tibet #wisdom #religionofpeace #spirituality #meditation #DalaiLama #blessings #compassion #mentalawareness #China #life
11-09-2018 19:29,pranitart,5.26,4.11,RT @vervemagazine: These artists are throwing light on the dark and under-exposed world of mental illnesses through their art. #MounicaTata @pranitart #PrathikshaBhat #SonakshaIyengar #MentalHealth #MentalAwareness #Art #VerveIndia https://t.co/FlwS7DG67B
11-09-2018 20:49,HOSSMUSICMALTA,6.33,4.49,First **?OSS project** is out on Youtube. 'L-Irdum' is a personification of the peaceful yet possibly fiery Maltese garigue (xaghri). Follow link for youtube video: https://t.co/cLqi4s0oSK #depression #mentalhealth #music #mentalawareness #suicidalideation #thoughts #help #art
11-10-2018 12:16,LimSofi,7.47,4.1,Why We Pray to the Buddha (10th Nov 2018) https://t.co/U2kXrwNxv2 via @YouTube #TsemRinpoche #DorjeShugden #TibetanBuddhism #Tibetans #Tibet #wisdom #zen #meditation #DalaiLama #blessings #compassion #success #mentalawareness #relationship #Buddhism #peaceofmind #enlightenment
11-10-2018 14:53,Munkaveli,6.19,3.97,The first chapter of the follow up to #6ideEfx #TheExile will post on https://t.co/Ny8YAYEZ7G at 11am. Be on the look out! #Contemporary #Prose #MentalHealth #MentalAwareness #MentalWarriors
11-11-2018 4:01,WayneAn13744148,4.89,4.5,"I'm not feeling like dying myself like this morning, I was #depressed as he'll man,I really was having bad thoughts,mad really #mentalhealth #mentalissues #mentalawareness #suicde #depressive #depression"
11-11-2018 11:38,champshire,6.95,5.26,Having fun at the top of Grandeur. Do something epic this weekend! #runwild #trailrunning #instarunners #goprofusion #gopro #themountainssavedmylife #mentalawareness #trailtherapy  https://t.co/nmDwtKLxJS
11-11-2018 13:28,Dean_Lyfe,5.23,3.8,"Good reminder that we never know what s behind our smiles. #mentalawareness @ West Linn, Oregon https://t.co/g0NnX4tY75"
11-12-2018 1:37,champshire,7.64,4.18, Sometimes even to live is an act of courage.  #sundayfunday #instarunners #trailrunning #pushyourself #getoutside #mentalawareness #salomon #jaybirdsport #utahisrad #beautahful https://t.co/FrGQm3seco
11-12-2018 17:25,rameshrautkalp3,7.41,4.14,RT @LimSofi: Bhagawan of wisdom blesses the children of Nepal. https://t.co/GUEJlaSFKe #TsemRinpoche #TsemTulku #DorjeShugden #Buddha #TibetanBuddhism #Tibetan #Tibet #wisdom #religionofpeace #spirituality #meditation #DalaiLama #compassion #success #wealth #health #mentalawareness #wise
11-13-18 18:24,SeanJHayes,5.72,4.77,RT @tracychandler19: @the_speakmans My son is fighting for his life in hospital due to mental illness if he pulls through could you help him?im a desperate mother.If only he could see the love he s receiving rightnow.#mentalawareness
11-13-18 23:22,D2relax,6.51,3.97,"#TuesdayTip: Mental health matters! Keep your brain #healthy too through #mentalstimulation! Mentally stimulating activities help to 'exercise' your brain. Activities include reading, solving puzzles, drawing, or painting! #mindbody #health #relaxation #D2Relax #mentalawareness https://t.co/xm5KXMN5LT"
11-14-18 01:12,Paulman1992,4.68,5.03,The thing people dont understand about mental illness is that both the body a d mind ar interconnected. When your mind suffers so does your body. Stop saying mental illness isnt an issue. It is #mentalawareness
11-14-18 02:54,ayee_commonboii,4.6,4.87,People going through the same struggles as you don t think you alone part of growing up #MentalAwareness
11-14-18 09:20,msleslier346,4.72,4.8,Anxiety Is My Best Friend Design https://t.co/rf5Q8q5Zsb via @redbubble #anxiety #anxious #dontbeashamed #mentalillness #redbubble #mentalawareness
11-14-18 13:50,LuisaMorrone,6.29,5.85,Proud of my longtime involvement with @HatsOn4Aware #talkhatson #mentalawareness #MentalHealthMatters https://t.co/D8BD0spjTt
11-14-18 14:57,Munkaveli,6.36,3.16,I ve started #TheExile chapter 2 and it will definitely be a wham episode. Stay tuned. #Prose #Contemporary #blog #WordPress #WarOnDrugs #MentalHealth #MentalAwareness #MentalWarriors
11-14-18 16:10,JamboDuke81,5.55,6.2,"Check out this quote. #mindfullness #anxiety #mentalawareness ""You come to realise that thoughts come and go of t... https://t.co/6uO1NJz4py"
11-15-18 13:38,LanreAgboola1,7,4.12,RT @EstherIjewere: I'm glad @MentallyAwareNG Please let's know what else she needs beyond counselling. @WomenofRubies can help to that end. I hope she finds peace of mind and total healing. #Mentalawareness https://t.co/SH6t4fPKbE
11-15-18 21:24,Hustleboydjcain,5.66,4.38,#MentalAwareness #Radiothon #text #change to #52182 @965thebox @breakfastclubam @djenvy @cthagod @angelayee #LittleRock @ 400 West Capitol Building: Regions Center https://t.co/gdCQHy1aiv
11-16-18 01:08,KINGTWISTIC,6.23,4.54,"#TAT Tell All Thursdays, dangerous distractions #mentalawareness #mentalhealth #depressionisreal #grace #obey #profound #revolution #unit #all #world #live #better #spiritual #mental  https://t.co/WinSFcnmsL"
11-16-18 07:54,KINGTWISTIC,5.6,4.83,"#TAT Tell All Thursdays, ?????? phucking right!!! #ifwt #ijs ignore dangerous distractions #mentalillness #mentalawareness #mentalhealth #mentalwealth #grace #obey #profound #revolution  https://t.co/gxx1yCY0oN"
11-16-18 10:39,KINGTWISTIC,5.55,4.96,"#TAT Tell All Thursdays, & sum are just dangerous distractions to whom #mentalillness #mentalawareness #mentalhealth #mentalwealth #grace #obey #profound #revolution #unit #all #world  https://t.co/GoUnAsrS0W"
11-16-18 18:23,_SharonWiggins,3.34,5.51,Seniors with mental illness #iambecoming more alive. #FridayFeeling #mentalawareness
11-17-18 00:57,KINGTWISTIC,6.7,4.51,#FridayFacts the Power to Change #mentalillness #mentalawareness #mentalhealth #mentalwealth #grace #obey #profound #revolution #unit #all #world #live #better #spiritual #mental  https://t.co/CEDizOenP5
11-17-18 01:35,stronger_self,4.55,4.64,Mental Illness impacts everybody from all walks of life. Even highly successful #entrepreneurs #mentalawareness #peakperformance #health #illness #executives https://t.co/H0wxjB1c9P
11-18-18 01:45,MarianneSauvage,3.74,4.8,A parent or family member's worse nightmare because police are not educated enough #mentalawareness https://t.co/XnuTJKZVba
11-18-18 22:11,Beyond_Tone,5.14,5.2,Mannnnnnnnn this post is a killer nothing but TRUTH #truth #thetruthandnothingbutthetruth #mentalhealth #mentalawareness #letitgo #onlyforward #vibe #intherapy #evolution #addiction  https://t.co/szpPIzBQMz
11-19-18 11:11,jusHollywood,6.25,3.47,Even men can relate!! ??? Get your copy of #TheSubconsciousPoetryDiary today for only $10 on #Amazon and #BarnesandNoble ?? #Poetry #FemalePoets #FemaleAuthors #BPD #WritingHeals #LovePoems #SelfDiscovery #SelfAwareness #MentalAwareness #MentalHealth #Poems #ItGetsBetter https://t.co/OidwZc9z4M
11-19-18 17:13,Nairobouts,4.18,4.94,"#IfikieWazazi,as we wait the results of the KCPE, let s not pressure our children who haven t performed as per expected. We don t want to hear about suicide or depression cases from them. #KCPE2018 #MentalAwareness #AllOut #BlueEconomyKE"
11-19-18 18:09,RankinPrinsloo,6.52,3.63,A portion sale of this book will be donated to PEACE IN THE VALLEY for your MENTAL HEALTH Get it here: https://t.co/1J1qp33OhX #breakthestigma #mentalawareness #iartg #sfrtg #asmsg #indieauthor #booklovers #indieauthors https://t.co/A9qD781F48
11-19-18 18:46,iam_phyin,6.65,3.99,"RT @iam_phyin: If you re in Ibadan today, then make it a date with this #mentalawareness programme hosted by WSGN. Keynote Speaker is @hopeclinicng https://t.co/1LP0umCBAN"
11-19-18 19:33,WayneAn13744148,4.97,4.91,"#freezingfeet again,especially the #toes Doing my head in a bit now?? #ms #MultipleSclerosis #lemtrada #depression #mentalhealth #mentalissues #mentalawareness"
